punto_atencion_id;departamento;ciudad;direccion
11872;SUCRE;COROZAL;CR 20 41A 55 ENT 1 P1 CASA 1 EL 
11873;SUCRE;COROZAL;CALLE 30 32C 03 MARRUECOS
11874;SUCRE;COROZAL;CALLE 14 CRA 26 13 CARTAGENA DE 
11875;SUCRE;COROZAL;CALLE 17 TR4 17 ENTRE EL MESETA 4 
11876;SUCRE;COROZAL;CARRE 22 NO 13 32
11877;SUCRE;COROZAL;CALLE 33 C NO 15 0104
11878;SUCRE;COROZAL;CR 26 NO 11 79 BARRIO 11 DE 
11879;SUCRE;COROZAL;CALLE 35A 21B 26
11880;SUCRE;COROZAL;CALLE 31 24 39 SAN MIGUEL
11881;SUCRE;COROZAL;CALLE 32 NO 27 04
11882;SUCRE;COROZAL;CR 26 NO 11 79 BARRIO 11 DE 
11883;SUCRE;COROZAL;CRA 5 CLL 1 43 SAN JOSE
11884;SUCRE;COROZAL;TR 26 12 260 DIVINO NINO
11885;SUCRE;COROZAL;CRA 4 CLL 2 128
11886;SUCRE;COROZAL;CLL 25 CRA 17 21
11887;SUCRE;COROZAL;CRA 20  33  2
11888;SUCRE;COROZAL;CRA 20 33 2
11889;SUCRE;COROZAL;CALLE 30 - 25 63
11890;SUCRE;COVEÑAS;CALLE 42 67 FRENTE AL RANCHO 
11891;SUCRE;COVEÑAS;HOTEL PALMA DIVINA
11892;SUCRE;COVEÑAS;BASE DE ENTRENAMIENTO 1 M 
11893;SUCRE;COVEÑAS;PUNTEPIEDRA COVENAS
11894;SUCRE;COVEÑAS;BASE DE ENTRENAMIENTO INFANTERIA 
11895;SUCRE;COVEÑAS;CALLE 42  67 FRENTE AL RANCHO 
11896;SUCRE;COVEÑAS;CLL 4 CRA 4 23
11897;SUCRE;COVEÑAS;CLL 2 NO 10 71
11898;SUCRE;COVEÑAS;CRA 2 NO 9 64
11899;SUCRE;COVEÑAS;CRA 5 CLL 4A 30
11900;SUCRE;COVEÑAS;CALLE 4 20 73 SECTOR PRIMERA 
11901;SUCRE;COVEÑAS;CARRERA 2 ENTRE CALLES 7 Y 8 DEL 
11902;SUCRE;COVEÑAS;CALLE 5 18 62 HOTEL AMANECER 
11903;SUCRE;COVEÑAS;BARRIO GUAYABAL
11904;SUCRE;COVEÑAS;SECTOR BOCA LA CIENAGA
11905;SUCRE;COVEÑAS;BARRIO PUNTA CECA
11906;SUCRE;COVEÑAS;CARRERA 2 2 24 CORREGIMIENTO DE 
11907;SUCRE;COVEÑAS;CALL 2 NRO 78 EL PORVENIR
11908;SUCRE;COVEÑAS;KRA 4 N 1 15
11909;SUCRE;COVEÑAS;1 CRA 1 120
11910;SUCRE;COVEÑAS;CL 4 5 130 APTO 1
11911;SUCRE;COVEÑAS;CLL 3 CR 1A 74
11912;SUCRE;COVEÑAS;CALLE 3 3A 687 CASA PARSELAS DE 
11913;SUCRE;COVEÑAS;CALLE 42 67 FRENTE AL RANCHO 
11914;SUCRE;COVEÑAS;CALLE 42 67 FRENTE AL RANCHO 
11915;SUCRE;COVEÑAS;CALLE 42 67 FRENTE AL RANCHO 
11916;SUCRE;COVEÑAS;CALLE 4 CRA 4 29 TORRE1 LOCAL 1 
11917;SUCRE;COVEÑAS;CA 3A 3 28
11918;SUCRE;COVEÑAS;KRA 13A C10112 APTO 202
11919;SUCRE;CHALÁN;CRA 7 CALLE1 NO 107 FRENTE AL 
11920;SUCRE;CHALÁN;CALLE LARGA CL 2 KRA 2 9
11921;SUCRE;CHALÁN;CALLEJON CR 5 CLL 4 4
11922;SUCRE;CHALÁN;DIAGONAL 3A CARRERA 3 34 BARRIO 
11923;SUCRE;CHALÁN;CARRERA 3 8A 78
11924;SUCRE;CHALÁN;VEREDA CHENGUE
11925;SUCRE;CHALÁN;CARRERA 2 NRO 2 40 URBANIZACION 
11926;SUCRE;CHALÁN;CALLE 5 CRA 3 30  APT 02
11927;SUCRE;CHALÁN;CRA 11 25A CL3 CORRE LA CEIBA
11928;SUCRE;CHALÁN;CL 6 CRA 4 174
11929;SUCRE;CHALÁN;CORREG SALITRAL
11930;SUCRE;CHALÁN;CL 4 CR 3A 10
11931;SUCRE;CHALÁN;CR 3 CL 7 54
11932;SUCRE;EL ROBLE;CALLE 6 7 75 BARRIO PADILLA
11933;SUCRE;EL ROBLE;CLL 6 CON 83
11934;SUCRE;EL ROBLE;CRA 6NO 10 111 P
11935;SUCRE;EL ROBLE;CALLE 5 CRA 8 13
11936;SUCRE;EL ROBLE;MUNICIPIO DEL ROBLE CRA 4 CALLE 6 
11937;SUCRE;EL ROBLE;CALLE 5 5B 38 CORREGIMIENTO SAN 
11938;SUCRE;EL ROBLE;CL 1 4 83P
11939;SUCRE;EL ROBLE;CALLE PPAL EL PARQUE
11940;SUCRE;EL ROBLE;CRA 6  1E 88 LAS LLANADAS
11941;SUCRE;EL ROBLE;CLL 2A  1 93
11942;SUCRE;EL ROBLE;CALLE 2 N 1  55 CGMIENTO TABLITAS
11943;SUCRE;EL ROBLE;CR 6A  5  41
11944;SUCRE;EL ROBLE;DIR CL 3 N 1 48 SÁBANA LARGA
11945;SUCRE;EL ROBLE;CL 5 CR 2   77 8 NO 2C 14
11946;SUCRE;EL ROBLE;CLL 1 CR 1 66
11947;SUCRE;EL ROBLE;CRA 4 CLL 4 21
11948;SUCRE;EL ROBLE;CALLE 3 CAR 2 62
11949;SUCRE;GALERAS;CRA 9 NO 9 103 CL SAN ROQUE
11950;SUCRE;GALERAS;CRA 16 20 40
11951;SUCRE;GALERAS;CALLE 2 NO 18 25 CORREGIMIENTO 
11952;SUCRE;GALERAS;CALLE 2 CARRERA 5 19
11953;SUCRE;GALERAS;CL16 CRA 12 14
11954;SUCRE;GALERAS;CARRERA 86 3
11955;SUCRE;GALERAS;CRA 13B NO 23 52
11956;SUCRE;GALERAS;CRA 18A BIS 4 15 CASA 8
11957;SUCRE;GALERAS;CL 4 18A BIS 56 LA 40
11958;SUCRE;GALERAS;CRA 5  1B 111
11959;SUCRE;GALERAS;CALLE 15 5 308
11960;SUCRE;GALERAS;CL 11 CRA 11 101
11961;SUCRE;GALERAS;CL 2 CRA 2 20
11962;SUCRE;GALERAS;DIAGONAL 10 12 96
11963;SUCRE;GALERAS;CL 11 B DG 10 4 GALERAS
11964;SUCRE;GALERAS;DG 15 15A 39 CALLE SAN JOSE
11965;SUCRE;GALERAS;CRA 12A NO 7  70
11966;SUCRE;GALERAS;CRA 19 NO 1D  50
11967;SUCRE;GALERAS;CRA 16 17 297 LOCAL 1
11968;SUCRE;GALERAS;CRA 3 CLL 1 64
11969;SUCRE;GALERAS;DIAGONAL 14 A CALLE 15 70
11970;SUCRE;GALERAS;CLL 5   3  41 P
11971;SUCRE;GALERAS;DIAGONAL 16B NO 16 36
11972;SUCRE;GALERAS;CALLE 5 CR 2 42
11973;SUCRE;GALERAS;CALLE 6 CR 5 3
11974;SUCRE;GUARANDA;CALLE 2A 5 07 
11975;SUCRE;GUARANDA;CALLE 2A 5 07 
11976;SUCRE;GUARANDA;CALLE 1 CRA 3 70
11977;SUCRE;GUARANDA;CRA 5 NRO 5 44 CENTRO
11978;SUCRE;GUARANDA;CRA 5 NRO 6 38 CENTRO
11979;SUCRE;GUARANDA;CL 3 NRO 6 25 EL CMERCIO
11980;SUCRE;GUARANDA;CL 3 NRO 6 25 EL CMERCIO
11981;SUCRE;GUARANDA;CLL PRINCIPAL GUARANDA
11982;SUCRE;GUARANDA;CARRERA 5 8  5 CENTRO
11983;SUCRE;GUARANDA;CALLE 7 5 29
11984;SUCRE;GUARANDA;CL 1 B5 1
11985;SUCRE;GUARANDA;CL 7 11C 109 CASA
11986;SUCRE;GUARANDA;CRA 3 5B 25
11987;SUCRE;GUARANDA;CRA7 10 45 EL CARMEN GUARANDA 
11988;SUCRE;GUARANDA;VEREDA NUEVA ESPERANZA
11989;SUCRE;GUARANDA;CALLE 1 1 430
11990;SUCRE;LA UNIÓN - SUCRE;CALLE SANTO DOMINGO
11991;SUCRE;LA UNIÓN - SUCRE;CL 14 N 8B 107
11992;SUCRE;LA UNIÓN - SUCRE;CALLE 14 8 55
11993;SUCRE;LA UNIÓN - SUCRE;CORREGIMIENTO SABANETA
11994;SUCRE;LA UNIÓN - SUCRE;CORREGIMIENTO RODANIA
11995;SUCRE;LA UNIÓN - SUCRE;CORREGIMEINTO PAJARITO
11996;SUCRE;LA UNIÓN - SUCRE;CORREGIMEINTO LAS PALMITAS
11997;SUCRE;LA UNIÓN - SUCRE;BARRIO SANTANDER
11998;SUCRE;LA UNIÓN - SUCRE;AVENIDA NUNEZ
11999;SUCRE;LA UNIÓN - SUCRE;AVENIDA NUNEZ
12000;SUCRE;LA UNIÓN - SUCRE;CALLE 12 BARRIO SANTO DOMINGO
12001;SUCRE;LA UNIÓN - SUCRE;PARQUE SANTO DOMINGO
12002;SUCRE;LA UNIÓN - SUCRE;LA UNION
12003;SUCRE;LA UNIÓN - SUCRE;CL 2 CRA 1 60
12004;SUCRE;LA UNIÓN - SUCRE;CL14  8B 50 LOC 01
12005;SUCRE;LA UNIÓN - SUCRE;CRA 4 CL 1 47
12006;SUCRE;LA UNIÓN - SUCRE;CL 14 8B 34
12007;SUCRE;LA UNIÓN - SUCRE;CALLE 14D CR 8B
12008;SUCRE;LA UNIÓN - SUCRE;VEREDA PAJARITO
12009;SUCRE;LA UNIÓN - SUCRE;VEREDA BOCANEGRA
12010;SUCRE;LA UNIÓN - SUCRE;CALLE 14 NRO 10 101 SANTO 
12011;SUCRE;LA UNIÓN - SUCRE;CLL 12 NO 11 64
12012;SUCRE;LA UNIÓN - SUCRE;CLL 14 8A 40
12013;SUCRE;LA UNIÓN - SUCRE;CR 9 CL 4 -11
12014;SUCRE;LOS PALMITOS;CARRERA 7 6 85 CALLE PINCHO ROIS 
12015;SUCRE;LOS PALMITOS;CORREGIMIENTO SABANAS DE PEDRO
12016;SUCRE;LOS PALMITOS;CORREGIMIENTO LOS PALMITOS
12017;SUCRE;LOS PALMITOS;CARRERA 2 1 20 VEREDA EL BONGO 
12018;SUCRE;LOS PALMITOS;CRA 11 7 301
12019;SUCRE;LOS PALMITOS;CRA 11 7 9
12020;SUCRE;LOS PALMITOS;CR 10 5 5
12021;SUCRE;LOS PALMITOS;CL 5 CR 5 22
12022;SUCRE;LOS PALMITOS;CRA 5 CL 6 5  LAS LOMAS
12023;SUCRE;LOS PALMITOS;CRA 9 CALLE 9 5 APT 01 LAS FLORES
12024;SUCRE;LOS PALMITOS;CRA 11  5A 79 SAN NICOLAS LOS 
12025;SUCRE;LOS PALMITOS;CR 12 12 A 06
12026;SUCRE;LOS PALMITOS;CR 4 CL 4  9
12027;SUCRE;LOS PALMITOS;CRA 12 NO 8   62
12028;SUCRE;LOS PALMITOS;KRA 5 NO  4 07 BIRMANIA
12029;SUCRE;LOS PALMITOS;CR 2 2 72 CRR COLEY
12030;SUCRE;LOS PALMITOS;CL 6 CR 14 15
12031;SUCRE;MAJAGUAL;CALLE 6 NO 14 70
12032;SUCRE;MAJAGUAL;CALLE 5 #19  36 BARRIO SAN JOSE
12033;SUCRE;MAJAGUAL;CLL 2 NO 1 30
12034;SUCRE;MAJAGUAL;CALLE 5 NO 23 29
12035;SUCRE;MAJAGUAL;CARRERA 4NO 2A 32
12036;SUCRE;MAJAGUAL;CALLE 1 CRA 1 610
12037;SUCRE;MAJAGUAL;CL 2 CRA 2 105 LA SIERPE
12038;SUCRE;MAJAGUAL;CL 1B 16 42 BARRIO PUERO DAGER
12039;SUCRE;MAJAGUAL;CL 5 NRO 14 75 CENTRO
12040;SUCRE;MAJAGUAL;CL 5 NRO 19 09 FRENTE AL PARQUE
12041;SUCRE;MAJAGUAL;CL 5 NRO 21 7 BARRIO SAN JOSE
12042;SUCRE;MAJAGUAL;CALLE 3 04 07
12043;SUCRE;MAJAGUAL;CL 2 NO 3 19
12044;SUCRE;MAJAGUAL;CL 1 NO 2 24
12045;SUCRE;MAJAGUAL;CL 2 RURAL 38
12046;SUCRE;MAJAGUAL;CL 5 NO 23A 67
12047;SUCRE;MAJAGUAL;CL 3 NO 4 7
12048;SUCRE;MAJAGUAL;CRA 14  9 69 MAJAGUAL SUCRE 
12049;SUCRE;MAJAGUAL;CALLE 1 2 61 EL NARANJO
12050;SUCRE;MAJAGUAL;CL 7 7A 103
12051;SUCRE;MAJAGUAL;CL 2 CRA 1 25
12052;SUCRE;MAJAGUAL;CALLE 2 141 CORREG EL NARANJO  
12053;SUCRE;MAJAGUAL;CL 1CR1 137
12054;SUCRE;MAJAGUAL;CALLE 1 CRA 1 610
12055;SUCRE;MAJAGUAL;CL 1B 16A 3
12056;SUCRE;MAJAGUAL;CL 7 NO 12 35
12057;SUCRE;MAJAGUAL;CL 7 N 15 A 24
12058;SUCRE;MAJAGUAL;KRA 2 N 2 18
12059;SUCRE;MAJAGUAL;KRA 4 NO 03 - 12
12060;SUCRE;MAJAGUAL;CALLE 4 CRA 15
12061;SUCRE;MAJAGUAL;CALLE PRINCIPAL
12062;SUCRE;MAJAGUAL;BARRIO VISTA HERMOSA
12063;SUCRE;MAJAGUAL;CALLE 5 NO 19 22
12064;SUCRE;MAJAGUAL;CALLE 5 19 22
12065;SUCRE;MORROA;CL 6 NO 6 05 DETRAS DE LA IGLESIA 
12066;SUCRE;MORROA;CARRERA 21 N  43 320
12067;SUCRE;MORROA;CARRERA 8  2C 14B  BARRIO 9 DE 
12068;SUCRE;MORROA;CALLE 6  2D  33 APTO 1 CALLE BAJA
12069;SUCRE;MORROA;CRA 6 7 11 PLAZA PRINCIPAL MORROA
12070;SUCRE;MORROA;CALLE 11  13B 57
12071;SUCRE;MORROA;CRA 4 CLA 14 81
12072;SUCRE;MORROA;CR7 9 41 BARRIO LA CRUZ
12073;SUCRE;MORROA;CARR 21 NO 46 231 MORROA
12074;SUCRE;MORROA;CRA 4  14  69
12075;SUCRE;OVEJAS;CARRERA 6  NUMERO 3  25 
12076;SUCRE;OVEJAS;CRA 13 NO 19 60
12077;SUCRE;OVEJAS;CALLE 6 CARRERA 2 52 DON GABRIEL
12078;SUCRE;OVEJAS;KR 16 NO22 59 CL COMERCIO
12079;SUCRE;OVEJAS;ALTO  PIJIGUAY
12080;SUCRE;OVEJAS;SAN FRANCISCO CALLE 2 KRA 2 54
12081;SUCRE;OVEJAS;SAN RAFAEL KRA 5CL 5 150
12082;SUCRE;OVEJAS;CARRERA 20 N 24  49 BARRIO LA PAZ
12083;SUCRE;OVEJAS;CARRERA 15  N 10 08 BARRIO SAN 
12084;SUCRE;OVEJAS;CARRERA 7  CALLE 25A  04
12085;SUCRE;OVEJAS;CL 26 DG 11 17
12086;SUCRE;OVEJAS;CRA 1 1 187
12087;SUCRE;OVEJAS;CL 27 NO 19 33 BR LA PAZ OVEJAS
12088;SUCRE;OVEJAS;CRA 16 NRO 23 03
12089;SUCRE;OVEJAS;CRA 16 C 23 03
12090;SUCRE;OVEJAS;CR 3 CL 1 139
12091;SUCRE;OVEJAS;TRA 30B 9
12092;SUCRE;OVEJAS;CL 21 KR 19  9
12093;SUCRE;OVEJAS;CARRERA 7 CALLE 1-19 BARRIO EL 
12094;SUCRE;OVEJAS;CRA 18 33 47 BARRIO LA BOMBA
12095;SUCRE;OVEJAS;CR 15 NRO 25 80
12096;SUCRE;OVEJAS;CR 18  33  47
12097;SUCRE;OVEJAS;CR 16 24 9
12098;SUCRE;OVEJAS;CL 26A 7B 60 BARRIO VILLA PAZ
12099;SUCRE;OVEJAS;CR 14 CL 16 15
12100;SUCRE;PALMITO;CALLE 7  5  46 PALMITO
12101;SUCRE;PALMITO;CALLE REAL 11 70 BETULIA
12102;SUCRE;PALMITO;CALLE REAL FRENTE AL PARQUE
12103;SUCRE;PALMITO;CALLE REAL FRENTE AL PARQUE
12104;SUCRE;PALMITO;CL 2 4 527 EL MARTILLO
12105;SUCRE;PALMITO;CALLE 8 NO 5 23
12106;SUCRE;PALMITO;CRA 4 5 35 SAN ANTONIO DE PALMITO
12107;SUCRE;PALMITO;CALLE 1 1 186
12108;SUCRE;PALMITO;PINCHO ROIS NO 8 36
12109;SUCRE;PALMITO;CRA 4 CL 6 26
12110;SUCRE;PALMITO;CRA 2 NO 3 324
12111;SUCRE;PALMITO;CALLE 2 CRA1 52
12112;SUCRE;PALMITO;CLL 1 4 108
12113;SUCRE;PALMITO;CR 3 3 65
12114;SUCRE;PALMITO;CLL 4A NO 8 7
12115;SUCRE;PALMITO;CRA 6 NO 2 70
12116;SUCRE;PALMITO;KRA 10 CLL 4 - 19
12117;SUCRE;PALMITO;CLL 1 # 215
12118;SUCRE;SAMPUÉS;CRA 20 21 98
12119;SUCRE;SAMPUÉS;CALLE 24 NO13 34
12120;SUCRE;SAMPUÉS;TRANSVERSAL 13 NO16 78
12121;SUCRE;SAMPUÉS;KRA 20 NO 23 23 CENTRO
12122;SUCRE;SAMPUÉS;CALLE REAL NO 21 24
12123;SUCRE;SAMPUÉS;KRA 6 CALLE 2 27
12124;SUCRE;SAMPUÉS;CRA 20 CALLE 19 17 
12125;SUCRE;SAMPUÉS;CRA 24 20 25
12126;SUCRE;SAMPUÉS;CALLE 24 13C 32
12127;SUCRE;SAMPUÉS;TRANSVERSAL 13 18 4
12128;SUCRE;SAMPUÉS;CRA 20 23 67
12129;SUCRE;SAMPUÉS;CRA 20 29 90
12130;SUCRE;SAMPUÉS;CRA 21  18A 08 SAMPUES  SUCRE
12131;SUCRE;SAMPUÉS;CL2 CRA 1 107
12132;SUCRE;SAMPUÉS;CL 28 KRA 18  67
12133;SUCRE;SAMPUÉS;MZ 1H LT 11 URBANIZACION GENEY
12134;SUCRE;SAMPUÉS;KRA 20 NO 29  9
12135;SUCRE;SAMPUÉS;KRA 2 CALLE 4 25
12136;SUCRE;SAMPUÉS;CL 271 CRA 23 21
12137;SUCRE;SAMPUÉS;CRA13 12 51  CALLE LARGA SAMPUES 
12138;SUCRE;SAMPUÉS;KR 13 BN 15A 80
12139;SUCRE;SAMPUÉS;KR13B N 16 26
12140;SUCRE;SAMPUÉS;CR 2 24 D 22
12141;SUCRE;SAMPUÉS;HUERTA CHICA
12142;SUCRE;SAMPUÉS;CRA 24C CLL 27B 20
12143;SUCRE;SAMPUÉS;CALLE 13 NO 5 40
12144;SUCRE;SAMPUÉS;CR 20 N 25 102
12145;SUCRE;SAMPUÉS;KR18 C CALLE 14 D 38
12146;SUCRE;SAMPUÉS;CRA 20 23  110
12147;SUCRE;SAN BENITO ABAD;CRA 8 NO 10 25
12148;SUCRE;SAN BENITO ABAD;CARRERA 6 7 27
12149;SUCRE;SAN BENITO ABAD;CORREGIMIENTO SAN BENITO
12150;SUCRE;SAN BENITO ABAD;CALLE 12 3 115
12151;SUCRE;SAN BENITO ABAD;CLL 11 NO 17 5 
12152;SUCRE;SAN BENITO ABAD;CALLE 1 CRA 2 166
12153;SUCRE;SAN BENITO ABAD;CARRERA 2 3 16
12154;SUCRE;SAN BENITO ABAD;CALLE 11  15 19 BARRIO PALO ALTO 
12155;SUCRE;SAN BENITO ABAD;CARRERA 2A  1 18 CORREGIMIENTO LA 
12156;SUCRE;SAN BENITO ABAD;CARRERA 24 187 CORREGIMIENTO 
12157;SUCRE;SAN BENITO ABAD;BARRIO EL ZULIA SAN BENITO ABAD
12158;SUCRE;SAN BENITO ABAD;CARRERA 15  9 79
12159;SUCRE;SAN BENITO ABAD;CARRERA 2  2  42 CORREGIMIENTO 
12160;SUCRE;SAN BENITO ABAD;CALLE 9 N 11 9
12161;SUCRE;SAN BENITO ABAD;CORREG LOS ANGELES SAN BENITO
12162;SUCRE;SAN BENITO ABAD;CORREGIMIENTO PUNTA DE BLANCO 
12163;SUCRE;SAN BENITO ABAD;CORREGIMIENTO SAN ROQUE SAN 
12164;SUCRE;SAN BENITO ABAD;VEREDA NUEVA ESTRELLA CAIMITO
12165;SUCRE;SAN BENITO ABAD;KRA6 CL 6A 4 SANTIAGO APOSTOL
12166;SUCRE;SAN BENITO ABAD;CL 12 CRA11 71 ENTRE 1 P1 CASA 1 EL 
12167;SUCRE;SAN BENITO ABAD;CRA 2 1 128 
12168;SUCRE;SAN BENITO ABAD;CRA4 CALLE 15 P SAN BENITO
12169;SUCRE;SAN BENITO ABAD;CRA 4 9 31
12170;SUCRE;SAN BENITO ABAD;CRA 16 CLL 11 10 50
12171;SUCRE;SAN BENITO ABAD;CR11 CL8D 31
12172;SUCRE;SAN BENITO ABAD;CL 4 NO 3 A 64
12173;SUCRE;SAN BENITO ABAD;VEREDA PISA BONITO
12174;SUCRE;SAN BENITO ABAD;CLL 11 17 125
12175;SUCRE;SAN JUAN DE BETULIA;CR 11 NO 8 43 BARRIO SAN ROQUE
12176;SUCRE;SAN JUAN DE BETULIA;CALLE 4C 7A A16
12177;SUCRE;SAN JUAN DE BETULIA;CALLE 6 NO 6A 13
12178;SUCRE;SAN JUAN DE BETULIA;CARRERA 3A NO 15 16 BARRIO AZUL
12179;SUCRE;SAN JUAN DE BETULIA;CL 3 CRA 2 32
12180;SUCRE;SAN JUAN DE BETULIA;DIAG 5 CRA 6 NO 5P 1AP 2 SECTOR 
12181;SUCRE;SAN JUAN DE BETULIA;TRA 9A 10 15
12182;SUCRE;SAN JUAN DE BETULIA;CL 7 CRA 8 53
12183;SUCRE;SAN JUAN DE BETULIA;CRA 3 CALLE 3 16 LOMA ALTA BETULIA
12184;SUCRE;SAN JUAN DE BETULIA;CARRERA 5  7  9
12185;SUCRE;SAN JUAN DE BETULIA;CR 12  12 A 06
12186;SUCRE;SAN JUAN DE BETULIA;KRA 5 A - 3
12187;SUCRE;SAN JUAN DE BETULIA;CL 5 KRA 4 - 8
12188;SUCRE;SAN JUAN DE BETULIA;KRA 54 A 47
12189;SUCRE;SAN JUAN DE BETULIA;KRA 7 CL 7 33
12190;SUCRE;SAN MARCOS;KRA 24 17 34
12191;SUCRE;SAN MARCOS;CALLE 19 20 40
12192;SUCRE;SAN MARCOS;CL 19 KRA14 CON 90
12193;SUCRE;SAN MARCOS;CALLE 19 21 86
12194;SUCRE;SAN MARCOS;CRA 21 NO 21 03
12195;SUCRE;SAN MARCOS;CALLE 21 NO 27 8
12196;SUCRE;SAN MARCOS;CALLE 3 8 74
12197;SUCRE;SAN MARCOS;CALLE 24 26 08 BARRIO FERNAN 
12198;SUCRE;SAN MARCOS;CALLE 3  CRA 6 82
12199;SUCRE;SAN MARCOS;CALLE 19 NO 23A  23 BARRIO CALLE 
12200;SUCRE;SAN MARCOS;CALLE 19 NO 29 136 CALLE LARGA
12201;SUCRE;SAN MARCOS;CRA 24 NO 18A 86 BARRIO CENTRO
12202;SUCRE;SAN MARCOS;CALLE LARGA
12203;SUCRE;SAN MARCOS;BARRIO 3 CHORROS
12204;SUCRE;SAN MARCOS;CRA 24 NO 14 85 BARRIO CENTRO
12205;SUCRE;SAN MARCOS;CALLE 21 NO 21 01 CALLE LARGA
12206;SUCRE;SAN MARCOS;VEREDA BUENAVISTA
12207;SUCRE;SAN MARCOS;BARRIO CALLE LARGA
12208;SUCRE;SAN MARCOS;VEREDA EL TABLON
12209;SUCRE;SAN MARCOS;CALLE 19 NO 18 04 BARRIO SAN 
12210;SUCRE;SAN MARCOS;OLIMPICA
12211;SUCRE;SAN MARCOS;CALLE 22 BR VISTA HERMOSA
12212;SUCRE;SAN MARCOS;CARRERA 35 NO 15 77
12213;SUCRE;SAN MARCOS;CALLE 3A 2B 17
12214;SUCRE;SAN MARCOS;CALLE15 27 11P1 LOC1
12215;SUCRE;SAN MARCOS;CRA 24 NO18 07
12216;SUCRE;SAN MARCOS;CL2 CRA 2 34
12217;SUCRE;SAN MARCOS;CL3  3A 60 
12218;SUCRE;SAN MARCOS;CL 15 KR 35 90
12219;SUCRE;SAN MARCOS;CALLE 21 N 30  60
12220;SUCRE;SAN MARCOS;CL 22 14A 327
12221;SUCRE;SAN MARCOS;CALLE 23  28  36
12222;SUCRE;SAN MARCOS;CL 19 20 8
12223;SUCRE;SAN MARCOS;CL 25 37A
12224;SUCRE;SAN MARCOS;CRA 5 NO 7 52
12225;SUCRE;SAN MARCOS;CLL 18 25 28
12226;SUCRE;SAN MARCOS;CLL 22 10 37
12227;SUCRE;SAN MARCOS;KRA 24 17 34
12228;SUCRE;SAN MARCOS;CR 3 30
12229;SUCRE;SAN MARCOS;CR 26 18A 61
12230;SUCRE;SAN MARCOS;CL22 A8 68
12231;SUCRE;SAN MARCOS;CR35 19 54
12232;SUCRE;SAN MARCOS;CL15 27 50
12233;SUCRE;SAN MARCOS;CL19 CR21 67
12234;SUCRE;SAN MARCOS;CL22 CR20 7
12235;SUCRE;SAN MARCOS;VEREDA LA QUEBRADA
12236;SUCRE;SAN MARCOS;CL4 CR 4 74
12237;SUCRE;SAN MARCOS;CL19 N16 126
12238;SUCRE;SAN MARCOS;CARRERA 24 CENTRO
12239;SUCRE;SAN ONOFRE;CALLE 29 NUMERO 24 212 BARRIO 
12240;SUCRE;SAN ONOFRE;CALLE 6 NO 6 95 BARRIO VIRGEN DEL 
12241;SUCRE;SAN ONOFRE;CRA18 20 03
12242;SUCRE;SAN ONOFRE;CRA 18 NO 22 11
12243;SUCRE;SAN ONOFRE;CARRERA 19  21  05  EL PARQUE
12244;SUCRE;SAN ONOFRE;CL 6 KRA 5 N 57
12245;SUCRE;SAN ONOFRE;CL 6 KRA 3 N 2
12246;SUCRE;SAN ONOFRE;RINCON DE MAR
12247;SUCRE;SAN ONOFRE;CARRERA 18 NO 25 28 
12248;SUCRE;SAN ONOFRE;CRA 3 CLL 4 24 RINCON
12249;SUCRE;SAN ONOFRE;CLL 8 CRA 2 39 1 LIBERTAD
12250;SUCRE;SAN ONOFRE;CLL 24 CRA 21 9 ALTO PRADO
12251;SUCRE;SAN ONOFRE;CLL 1 CRA 2 13 CLL PRINCIPAL 
12252;SUCRE;SAN ONOFRE;CLL 2 CRA 3 13 CORREGIMIENTO 
12253;SUCRE;SAN ONOFRE;CRA CLL 3 19 CORREGIMIENTO BERLIN
12254;SUCRE;SAN ONOFRE;CALLE 6 NO 5 6
12255;SUCRE;SAN ONOFRE;CORREGIMIENTO MUCACAL
12256;SUCRE;SAN ONOFRE;CALLE 22 N 15 81 ARENAL
12257;SUCRE;SAN ONOFRE;CARRERA 3 N  6 195 CORREGIMIENTO 
12258;SUCRE;SAN ONOFRE;CALLE 26 N 14 19 SECTOR LA COLINA
12259;SUCRE;SAN ONOFRE;CALLE EL PUERTO CRA 20 N15 14 SAN 
12260;SUCRE;SAN ONOFRE;CRA 2 N 2  20 CORREGIMIENTO 
12261;SUCRE;SAN ONOFRE;CARRERA 2 CALLE 2  25
12262;SUCRE;SAN ONOFRE;CALLE MONTECARMEN 16 21
12263;SUCRE;SAN ONOFRE;CRA 2 N 2  20 CORREGIMIENTO 
12264;SUCRE;SAN ONOFRE;CRA 16  23  22
12265;SUCRE;SAN ONOFRE;CRA 6 9 23
12266;SUCRE;SAN ONOFRE;CORREGIMIENTO PLAN PAREJO SAN 
12267;SUCRE;SAN ONOFRE;CRA 18 NO 22 11
12268;SUCRE;SAN ONOFRE;CARRERA 19 CALLE 23  58 CEIBITA
12269;SUCRE;SAN ONOFRE;CORREG  PICISI
12270;SUCRE;SAN ONOFRE;CALLE 14 CARRERA 2  39 
12271;SUCRE;SAN ONOFRE;CRA 6 NO 14B 50
12272;SUCRE;SAN ONOFRE;CRA 14 A NO 22B 63
12273;SUCRE;SAN ONOFRE;CL 1 CR 1 90
12274;SUCRE;SAN ONOFRE;CR 20 22 2
12275;SUCRE;SAN ONOFRE;KRA 20 17 06
12276;SUCRE;SAN ONOFRE;CRA 20 CALLE 19 72 CENTRO SAN 
12277;SUCRE;SAN ONOFRE;VEREDA
